Shruti_Cod,Catalog_Nu,Species,Year,County,Institutio,SVL,Lifestage,logZE,ZE+1,Zswab_scor,Bioregion,Decimal_La,Decimal_Lo,Decade,Elevation,Disease_St,Coordinate,Collector,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19,Built2009,crop2005,Lights2009,NavWat2009,Pastur2009,Popden2009,Railways,Roads,HFP2009,HFP2009_in,amph_rich,lakepond,swampmarsh,IceMass,Playa,streamperr,streaminte,coastline,artificial,pipeline,canalditch,connector,elev_m,ai_yr,pet_yr,aet_yr
634.000000,1037.000000,Taricha sierrae,1895.000000,Mariposa,CAS,60.100000,Terrestrial,0,1,0.000000,Sierra,37.725556,-119.703333,1890.000000,1307.100000,0.000000,0.000000,W.R. Doane,100,147,45,6301,288,-33,321,35,184,185,28,971,171,5,78,474,28,35,471,0,0,0,0.00000000000,0,1,0,8.00000000000,9.00000000000,9,9.00000000000,13734.30000000000,74768.80000000000,36574.20000000000,82261.90000000000,474.78900000000,788.11300000000,187099.00000000000,13734.30000000000,27728.50000000000,50466.20000000000,25708.20000000000,1322,8475,1148,616
1125.000000,43249.000000,Taricha torosa,1896.000000,Alameda,MVZ,54.560000,Terrestrial,0,1,0.000000,Central Valley,37.871028,-122.277108,1890.000000,44.000000,0.000000,2257.000000,,145,89,51,2878,234,60,174,105,172,177,105,573,125,1,89,314,7,9,314,10,0,10,0.66132000000,0,10,8,4.00000000000,42.66130000000,42,10.00000000000,3579.58000000000,22435.40000000000,259980.00000000000,146690.00000000000,3717.29000000000,1388.71000000000,2512.18000000000,3665.41000000000,3936.03000000000,5242.35000000000,14482.90000000000,44,5761,991,482
19.000000,1659.000000,Taricha granulosa,1897.000000,Mendocino,CAS,59.420000,Aquatic,0,1,0.000000,Klamath,39.427778,-123.808056,1890.000000,2.300000,0.000000,0.000000,C.H. Gilbert et al.,112,103,59,2498,206,34,172,86,142,143,79,1029,181,3,80,509,21,33,508,0,0,0,0.00000000000,0,0,0,0.00000000000,0.00000000000,0,0.00000000000,1415.24000000000,155690.00000000000,184719.00000000000,149346.00000000000,1045.77000000000,1423.50000000000,144.38000000000,63.58100000000,59019.20000000000,39826.80000000000,2968.87000000000,-1,10890,943,589
20.000000,1660.000000,Taricha granulosa,1897.000000,Mendocino,CAS,62.080000,Aquatic,0,1,0.000000,Klamath,39.427778,-123.808056,1890.000000,2.300000,0.000000,0.000000,C.H. Gilbert et al.,112,103,59,2498,206,34,172,86,142,143,79,1029,181,3,80,509,21,33,508,0,0,0,0.00000000000,0,0,0,0.00000000000,0.00000000000,0,0.00000000000,1415.24000000000,155690.00000000000,184719.00000000000,149346.00000000000,1045.77000000000,1423.50000000000,144.38000000000,63.58100000000,59019.20000000000,39826.80000000000,2968.87000000000,-1,10890,943,589
25.000000,1812.000000,Taricha granulosa,1897.000000,Mendocino,CAS,61.400000,Aquatic,0,1,0.000000,Klamath,38.999133,-123.689467,1890.000000,7.400000,0.000000,0.000000,C.H. Gilbert et al.,119,101,60,2362,205,38,167,93,146,149,89,1030,192,3,83,534,19,31,515,0,0,0,0.00744527000,0,2,0,8.00000000000,10.00740000000,10,20.00000000000,3922.35000000000,146256.00000000000,226794.00000000000,158853.00000000000,10.55700000000,776.37500000000,831.86700000000,3928.87000000000,63050.10000000000,56142.90000000000,166.51700000000,5,10980,938,590
35.000000,1581.000000,Taricha granulosa,1897.000000,Humboldt,CAS,62.400000,Aquatic,0,1,0.000000,Klamath,40.088742,-123.789219,1890.000000,259.900000,0.000000,3230.000000,C.H. Gilbert et al.,124,132,49,4845,288,19,269,69,187,188,66,1719,312,3,83,901,29,50,874,0,0,2,0.00000000000,1,2,0,8.00000000000,13.00000000000,13,18.00000000000,2285.00000000000,88147.90000000000,118662.00000000000,147560.00000000000,594.58900000000,1162.63000000000,21492.50000000000,723.01800000000,87962.30000000000,80369.50000000000,9177.68000000000,254,14717,1168,672
37.000000,1592.000000,Taricha granulosa,1897.000000,Humboldt,CAS,69.200000,Aquatic,0,1,0.000000,Klamath,40.023139,-123.940378,1890.000000,319.200000,0.000000,1621.000000,C.H. Gilbert et al.,115,121,50,4172,259,20,239,70,169,171,65,1851,336,3,83,968,30,52,938,0,0,0,0.01807660000,0,2,0,0.25008400000,2.26816000000,2,19.00000000000,12683.10000000000,92567.80000000000,132073.00000000000,158611.00000000000,124.48500000000,1721.15000000000,7006.37000000000,10846.60000000000,93533.10000000000,81445.30000000000,5765.80000000000,331,17363,1066,664
38.000000,1661.000000,Taricha granulosa,1897.000000,Humboldt,CAS,72.500000,Aquatic,0,1,0.000000,Klamath,40.736389,-124.173056,1890.000000,30.300000,0.000000,0.000000,C.H. Gilbert et al.,115,77,54,2282,189,47,142,92,141,145,88,1173,209,4,77,581,32,41,572,0,0,6,0.00002759400,0,7,0,2.72822000000,15.72830000000,15,19.00000000000,15232.70000000000,14272.80000000000,102224.00000000000,206155.00000000000,773.66900000000,2031.71000000000,2706.33000000000,2878.83000000000,20160.70000000000,3201.63000000000,6759.73000000000,36,14904,787,575
39.000000,1662.000000,Taricha granulosa,1897.000000,Humboldt,CAS,58.100000,Terrestrial,0,1,0.000000,Klamath,40.736389,-124.173056,1890.000000,30.300000,0.000000,0.000000,C.H. Gilbert et al.,115,77,54,2282,189,47,142,92,141,145,88,1173,209,4,77,581,32,41,572,0,0,6,0.00002759400,0,7,0,2.72822000000,15.72830000000,15,19.00000000000,15232.70000000000,14272.80000000000,102224.00000000000,206155.00000000000,773.66900000000,2031.71000000000,2706.33000000000,2878.83000000000,20160.70000000000,3201.63000000000,6759.73000000000,36,14904,787,575
71.000000,1565.000000,Taricha granulosa,1897.000000,Mendocino,CAS,60.000000,Terrestrial,0,1,0.000000,Klamath,38.949903,-123.660117,1890.000000,25.700000,0.000000,2012.000000,C.H. Gilbert et al.,119,100,59,2348,206,38,168,94,146,150,90,1031,194,3,83,536,19,31,517,0,0,0,0.03662450000,0,2,0,1.33947000000,3.37609000000,3,20.00000000000,3774.90000000000,140979.00000000000,231457.00000000000,159719.00000000000,12.77110000000,1266.22000000000,5339.46000000000,3777.85000000000,64860.50000000000,59655.30000000000,6168.03000000000,18,11159,949,595
72.000000,1566.000000,Taricha granulosa,1897.000000,Mendocino,CAS,78.300000,Aquatic,0,1,0.000000,Klamath,38.949903,-123.660117,1890.000000,25.700000,0.000000,2012.000000,C.H. Gilbert et al.,119,100,59,2348,206,38,168,94,146,150,90,1031,194,3,83,536,19,31,517,0,0,0,0.03662450000,0,2,0,1.33947000000,3.37609000000,3,20.00000000000,3774.90000000000,140979.00000000000,231457.00000000000,159719.00000000000,12.77110000000,1266.22000000000,5339.46000000000,3777.85000000000,64860.50000000000,59655.30000000000,6168.03000000000,18,11159,949,595
73.000000,1567.000000,Taricha granulosa,1897.000000,Mendocino,CAS,65.900000,Aquatic,0,1,0.000000,Klamath,38.949903,-123.660117,1890.000000,25.700000,0.000000,2012.000000,C.H. Gilbert et al.,119,100,59,2348,206,38,168,94,146,150,90,1031,194,3,83,536,19,31,517,0,0,0,0.03662450000,0,2,0,1.33947000000,3.37609000000,3,20.00000000000,3774.90000000000,140979.00000000000,231457.00000000000,159719.00000000000,12.77110000000,1266.22000000000,5339.46000000000,3777.85000000000,64860.50000000000,59655.30000000000,6168.03000000000,18,11159,949,595
74.000000,1568.000000,Taricha granulosa,1897.000000,Mendocino,CAS,67.300000,Aquatic,0,1,0.000000,Klamath,38.949903,-123.660117,1890.000000,25.700000,0.000000,2012.000000,C.H. Gilbert et al.,119,100,59,2348,206,38,168,94,146,150,90,1031,194,3,83,536,19,31,517,0,0,0,0.03662450000,0,2,0,1.33947000000,3.37609000000,3,20.00000000000,3774.90000000000,140979.00000000000,231457.00000000000,159719.00000000000,12.77110000000,1266.22000000000,5339.46000000000,3777.85000000000,64860.50000000000,59655.30000000000,6168.03000000000,18,11159,949,595
75.000000,1593.000000,Taricha granulosa,1897.000000,Mendocino,CAS,73.600000,Aquatic,0,1,0.000000,Klamath,39.084081,-123.479308,1890.000000,47.100000,0.000000,6127.000000,C.H. Gilbert et al.,128,122,56,3373,247,31,216,90,169,172,86,1002,197,3,84,522,17,27,522,0,0,0,0.00000000000,2,2,0,8.00000000000,12.00000000000,12,21.00000000000,22430.20000000000,138558.00000000000,213541.00000000000,138439.00000000000,16.86450000000,246.87500000000,18709.10000000000,23221.80000000000,43257.20000000000,38827.10000000000,10049.50000000000,48,9182,1101,609
76.000000,1594.000000,Taricha granulosa,1897.000000,Mendocino,CAS,72.900000,Aquatic,0,1,0.000000,Klamath,39.084081,-123.479308,1890.000000,47.100000,0.000000,6127.000000,C.H. Gilbert et al.,128,122,56,3373,247,31,216,90,169,172,86,1002,197,3,84,522,17,27,522,0,0,0,0.00000000000,2,2,0,8.00000000000,12.00000000000,12,21.00000000000,22430.20000000000,138558.00000000000,213541.00000000000,138439.00000000000,16.86450000000,246.87500000000,18709.10000000000,23221.80000000000,43257.20000000000,38827.10000000000,10049.50000000000,48,9182,1101,609
77.000000,1595.000000,Taricha granulosa,1897.000000,Mendocino,CAS,57.500000,Aquatic,0,1,0.000000,Klamath,39.084081,-123.479308,1890.000000,47.100000,0.000000,6127.000000,C.H. Gilbert et al.,128,122,56,3373,247,31,216,90,169,172,86,1002,197,3,84,522,17,27,522,0,0,0,0.00000000000,2,2,0,8.00000000000,12.00000000000,12,21.00000000000,22430.20000000000,138558.00000000000,213541.00000000000,138439.00000000000,16.86450000000,246.87500000000,18709.10000000000,23221.80000000000,43257.20000000000,38827.10000000000,10049.50000000000,48,9182,1101,609
78.000000,1596.000000,Taricha granulosa,1897.000000,Mendocino,CAS,67.200000,Aquatic,0,1,0.000000,Klamath,39.084081,-123.479308,1890.000000,47.100000,0.000000,6127.000000,C.H. Gilbert et al.,128,122,56,3373,247,31,216,90,169,172,86,1002,197,3,84,522,17,27,522,0,0,0,0.00000000000,2,2,0,8.00000000000,12.00000000000,12,21.00000000000,22430.20000000000,138558.00000000000,213541.00000000000,138439.00000000000,16.86450000000,246.87500000000,18709.10000000000,23221.80000000000,43257.20000000000,38827.10000000000,10049.50000000000,48,9182,1101,609
100.000000,1582.000000,Taricha granulosa,1897.000000,Mendocino,CAS,71.080000,Aquatic,0,1,0.000000,Klamath,38.777983,-123.499083,1890.000000,4.100000,0.000000,0.000000,C.H. Gilbert et al.,123,105,59,2499,217,40,177,96,151,155,92,1006,196,3,85,528,16,28,514,0,0,0,0.41053000000,0,2,0,0.85249800000,3.26303000000,3,20.00000000000,25102.90000000000,118734.00000000000,247280.00000000000,160646.00000000000,3.39810000000,393.16500000000,3150.54000000000,915.35400000000,72328.80000000000,57943.70000000000,24717.30000000000,12,10303,990,594
101.000000,1583.000000,Taricha granulosa,1897.000000,Mendocino,CAS,70.960000,Aquatic,0,1,0.000000,Klamath,38.777983,-123.499083,1890.000000,4.100000,0.000000,0.000000,C.H. Gilbert et al.,123,105,59,2499,217,40,177,96,151,155,92,1006,196,3,85,528,16,28,514,0,0,0,0.41053000000,0,2,0,0.85249800000,3.26303000000,3,20.00000000000,25102.90000000000,118734.00000000000,247280.00000000000,160646.00000000000,3.39810000000,393.16500000000,3150.54000000000,915.35400000000,72328.80000000000,57943.70000000000,24717.30000000000,12,10303,990,594
111.000000,3345.000000,Taricha granulosa,1897.000000,Mendocino,CAS,47.200000,Aquatic,0,1,0.000000,Klamath,39.178400,-123.702533,1890.000000,20.800000,0.000000,0.000000,J.O. Snyder,117,108,59,2634,213,32,181,88,147,150,83,1049,192,3,82,536,19,31,525,0,0,0,0.15988400000,0,4,0,8.00000000000,12.15990000000,12,21.00000000000,7254.89000000000,159776.00000000000,207936.00000000000,150236.00000000000,10.19550000000,2035.14000000000,3520.48000000000,3501.98000000000,53609.10000000000,41452.30000000000,15121.10000000000,32,10806,980,601
357.000000,1597.000000,Taricha granulosa,1897.000000,Sonoma,CAS,61.500000,Aquatic,0,1,0.000000,Central Coast,38.635356,-122.722247,1890.000000,109.500000,0.000000,2265.000000,C.H. Gilbert et al.,146,157,53,4821,312,20,292,85,205,205,85,993,217,2,91,557,11,18,557,0,0,0,0.00000000000,1,5,0,2.72822000000,8.72822000000,8,15.00000000000,877.15200000000,57840.80000000000,260457.00000000000,134180.00000000000,1536.21000000000,31.22250000000,40949.80000000000,3769.64000000000,63908.40000000000,21603.10000000000,15339.20000000000,112,7375,1364,629
